CNFW01002104.1	ERS027644SCcontig002104
JJQL01000057.1	scaffold51_1_size21038-refined
AMRN01000026.1	LJDX02000179.1
Contig170	LKBH01000080.1
CP000448.1	CP011300.1
JYJF01000579.1	contig-579
CBZV010000008.1	JPRF03000087.1
CNFW01002753.1	ERS027644SCcontig002753
AEJC01000009.1	gcontig_1108499729163
LFMW01000021.1	sole5_c34
CP000611.1	CP002403.1
ADGX01000026.1	ctg00307
HK1c2678	JPDT01002673.1
LJQL01000211.1	PgyICMP2189_Contig_12
LGDE01000061.1	P404contig153.1
AAP93_Contigs_129	LJHZ01000129.1
BRHa_1000643	LADY01000038.1
F6602contig4775.1	LGKH01004197.1
HK1c2362	JPDT01002359.1
JYNY01000625.1	SAG1954
ITZX_scaf_85	LJZR01000007.1
LAMX01000001.1	NODE_21
LITJ01000024.1	contig00024
JPRF03000036.1	LITU01000012.1
LGUV01000040.1	P046contig131.1
JYJF01000742.1	contig-742
CNFW01000702.1	ERS027644SCcontig000702
JYJF01000266.1	contig-266
F6602contig1706.1	LGKH01000787.1
F6602contig1412.1	LGKH01000461.1
BHUMctg233	LFMX01000207.1
F6602contig264.1	LGKH01001824.1
CSXB01000050.1	ERS075544SCcontig000050
HK1c2095	JPDT01002092.1
AMSH01000118.1	JMSO01000022.1
LJRD01000038.1	PreICMP16945_Contig_359
LFYT02000125.1	LimC-II-D5-C125
BHUMctg251	LFMX01000225.1
LGUC01000002.1	SY89_scf02
CNFW01001372.1	ERS027644SCcontig001372
JXMU01000024.1	JZAM01000024.1
LJES02000238.1	L_contig000237
LJET02000034.1	contig129
CP001056.1	HE965803.1
CU207366.1	HE965803.1
LJPT01000041.1	PatICMP4303_Contig_142
CNFW01001073.1	ERS027644SCcontig001073
LJPT01000038.1	PatICMP4303_Contig_185
BHUMctg143	LFMX01000128.1
HK1c2467	JPDT01002464.1
CNFW01003128.1	ERS027644SCcontig003128
CNFW01001348.1	ERS027644SCcontig001348
AEJC01000074.1	gcontig_1108499723607
JYJF01000872.1	contig-872
JMSO01000301.1	JZAM01000213.1
JMSP01000067.1	contig463
F6602contig4563.1	LGKH01003962.1
JPRF03000004.1	contig_101
JZAM01000066.1	LJET02000227.1
F6602contig4238.1	LGKH01003601.1
LJES02000174.1	L_contig000173
F6602contig4502.1	LGKH01003895.1
F6602contig3924.1	LGKH01003252.1
CNFW01001679.1	ERS027644SCcontig001679
CP001127.1	CP002345.1
GL891988.1	JH724277.1
INSLA289_contig_162	LHAT01000162.1
JMSP01000213.1	LJCS01000228.1
JMSO01000322.1	LJDX02000176.1
JXCG01000020.1	contig20
JMSP01000238.1	contig259
AMSH01000018.1	JZAM01000018.1
BHUMctg377	LFMX01000339.1
JQIT01000004.1	LGCK01000012.1
LGDW01000322.1	P435contig377.1
CNFW01004413.1	ERS027644SCcontig004413
LGDE01000072.1	P404contig163.1
CNFW01003965.1	ERS027644SCcontig003965
HK1c2299	JPDT01002296.1
HK1c1653	JPDT01001650.1
CYAV01000071.1	ERS085366SCcontig000071
JYJF01001100.1	contig-1101
HK1c2773	JPDT01002767.1
CNFW01000080.1	ERS027644SCcontig000080
JQIR01000019.1	Sequence0000001329
BA000043.1	CP011968.1
JMSO01000283.1	LJCS01000179.1
LGUW01000137.1	P092contig221.1
F6602contig4386.1	LGKH01003765.1
F6602contig3057.1	LGKH01002289.1
F6602contig2727.1	LGKH01001921.1
LDVT01000021.1	contig1495
HK1c0748	JPDT01000747.1
JH376450.1	supercont1.31
LJDX02000049.1	contig142
LGUP01000099.1	P002contig182.1
CNFW01003296.1	ERS027644SCcontig003296
INSLA289_contig_141	LHAT01000141.1
LJPW01000101.1	PcaICMP2855_Contig_126
JPRF03000029.1	LFQK01000027.1
CNFW01002622.1	ERS027644SCcontig002622
LGTK01000075.1	LKKT01000065.1
CXDQ01000023.1	ERS009857SCcontig000023
F6602contig3194.1	LGKH01002441.1
LJES02000089.1	L_contig000088
AQQZ01000049.1	contig49
Contig_105_UM147	LFLE01000052.1
JMSP01000216.1	LJCS01000048.1
JMSP01000129.1	contig449
LCAH01000016.1	UU35_C0016
JMSP01000537.1	JZAM01000461.1
JYJF01000898.1	contig-898
JMSP01000376.1	contig03
CNFW01001827.1	ERS027644SCcontig001827
BRHa_1000161	LADU01000091.1
JQIT01000011.1	LIGE01000043.1
JMSO01000361.1	contig331
HK1c0131	JPDT01000130.1
AFNU02000012.1	LKBH01000024.1
AAP93_Contigs_65	LJHZ01000065.1
GL629672.1	SCAFFOLD26
LJRD01000214.1	PreICMP16945_Contig_310
ADDO01000027.1	LGTK01000012.1
LGUV01000283.1	P046contig344.1
AJQY01000462.1	Contig_462
JMSP01000502.1	contig379
CNFW01002419.1	ERS027644SCcontig002419
LJRN01000158.1	PtoICMP2844_Contig_328
CNFW01002521.1	ERS027644SCcontig002521
LGUP01000083.1	P002contig168.1
BHUMctg159	LFMX01000144.1
F6602contig793.1	LGKH01005129.1
CP001127.1	CP002770.1
LFQK01000061.1	LHQM01000058.1
AEJC01000196.1	gcontig_1108499722241
AMSH01000093.1	contig93
CSXD01000059.1	ERS075547SCcontig000059
GG749016.1	JH470338.1
LGDW01000340.1	P435contig393.1
F6602contig3741.1	LGKH01003049.1
LFQK01000008.1	LGCK01000004.1
AAI_A_2195_scaffold68	HE972589.1
CR555306.1	FP929003.1
JPRF03000035.1	LIGE01000014.1
F6602contig4051.1	LGKH01003394.1
F6602contig4886.1	LGKH01004320.1
BHUMctg156	LFMX01000141.1
CYFX01000092.1	ERS150873SCcontig000092
JZAM01000182.1	LJCS01000182.1
LFQK01000096.1	LITU01000026.1
F6602contig1835.1	LGKH01000930.1
AMRN01000008.1	LJET02000242.1
LJIE01000004.1	bac336_Scaffold4
CNFW01001512.1	ERS027644SCcontig001512
LGDF01000188.1	P406contig97.1
CNFW01002816.1	ERS027644SCcontig002816
LJDX02000248.1	LJET02000205.1
LITJ01000031.1	contig00031
LJRN01000145.1	PtoICMP2844_Contig_243
LIGE01000037.1	contig_6
LKIU01000003.1	contig_18
JZAM01000423.1	contig423
HK1c1071	JPDT01001068.1
CNFW01003069.1	ERS027644SCcontig003069
LGTK01000126.1	LKKT01000097.1
AMSH01000077.1	contig77
CNFW01002958.1	ERS027644SCcontig002958
AJHJ01000089.1	contig089
ADGX01000066.1	ctg00039
JZAM01000203.1	LJET02000117.1
AMRN01000007.1	LJET02000231.1
LGTK01000090.1	contig00090
JZAM01000003.1	contig3
CXDQ01000542.1	ERS009857SCcontig000542
GL629657.1	SCAFFOLD11
F6602contig637.1	LGKH01004956.1
LDNZ01000171.1	NODE_201_contig175
AEXM01000014.1	LITJ01000049.1
AEJC01000321.1	gcontig_1108499726553
F6602contig4031.1	LGKH01003372.1
CSXD01000047.1	ERS075547SCcontig000047
ITZX_scaf_2362	LJZR01000130.1
JYJF01000200.1	contig-200
F6602contig132.1	LGKH01000358.1
JMSP01000595.1	contig557
CNFW01003675.1	ERS027644SCcontig003675
BHUMctg41	LFMX01000041.1
BHUMctg297	LFMX01000270.1
AQQZ01000051.1	contig51
F6602contig962.1	LGKH01005317.1
LGDF01000031.1	P406contig125.2
JXCG01000004.1	LJET02000198.1
LJDX02000142.1	LJET02000142.1
CM000724.1	CP000410.2
HK1c1243	JPDT01001240.1
LJES02000047.1	L_contig000046
JZAM01000204.1	LJDX02000118.1
LIUQ01000025.1	LKIU01000002.1
BHUMctg286	LFMX01000260.1
JZAM01000053.1	contig53
AMSH01000015.1	LJET02000057.1
JMSP01000236.1	LJET02000084.1
LDVT01000135.1	contig1267
F6602contig790.1a	LGKH01005126.1
CNFW01001831.1	ERS027644SCcontig001831
Contig231	LKBH01000148.1
BBRT01000132.1	NODE_250
LJET02000209.1	contig5
F6602contig3921.1	LGKH01003249.1
CVRS01000132.1	RIL183_81
JMSO01000269.1	LJET02000043.1
HK1c2577	JPDT01002573.1
JPRF03000029.1	LHQM01000024.1
LGUP01000248.1	P002contig309.1
JJOY01000054.1	scaffold36_1_size26270-refined
0030.	BADZ02000030.1
ABHU01000096.1	gcontig_1106613680350
JZAM01000128.1	contig128
JJQL01000059.1	scaffold4_1_size106823-refined
CP001219.1	CP002047.1
AEXM01000033.1	LKKT01000070.1
F6602contig5141.1	LGKH01004605.1
JZAM01000074.1	contig74
CNFW01002627.1	ERS027644SCcontig002627
B11479contig669.1	LFVR01000639.1
CNFW01003587.1	ERS027644SCcontig003587
HK1c0735	JPDT01000734.1
F6602contig3618.1	LGKH01002912.1
CNFW01003617.1	ERS027644SCcontig003617
GG749018.1	JH724270.1
BRHa_1004818	LADY01000001.1
JJOY01000042.1	scaffold13_1_size98796-refined
F6602contig3083.1	LGKH01002318.1
HK1c3038	JPDT01003031.1
JAIW01000048.1	contig000048
B11479contig401.1	LFVR01000341.1
AAP93_Contigs_131	LJHZ01000131.1
JMSO01000267.1	LJDX02000027.1
CXDQ01000136.1	ERS009857SCcontig000136
CYAV01000232.1	ERS085366SCcontig000232
GL629650.1	SCAFFOLD4
CNFW01000254.1	ERS027644SCcontig000254
Contig275	LKBH01000196.1
F6602contig2048.1	LGKH01001167.1
Contig190	LKBH01000102.1
AABF01000238.1	Contig0171
ADDO01000043.1	LGTK01000030.1
GG739962.1	supercont1.37
JMSP01000267.1	JZAM01000330.1
CNFW01003258.1	ERS027644SCcontig003258
ADGX01000075.1	ctg00313
ITZX_scaf_412	LJZR01000054.1
LJES02000100.1	L_contig000099
JZAM01000059.1	LJET02000219.1
CP002403.1	CP003389.1
JQIT01000006.1	LHQM01000007.1
CNFW01000487.1	ERS027644SCcontig000487
BA000043.1	CP002130.1
CNFW01000695.1	ERS027644SCcontig000695
B11479contig608.1	LFVR01000572.1
JMSP01000006.1	JZAM01000277.1
JMSO01000227.1	LJET02000029.1
LAMX01000009.1	NODE_9
F6602contig664.1	LGKH01004986.1
F6602contig1286.1	LGKH01000320.1
CYAV01000005.1	ERS085366SCcontig000005
JZAM01000174.1	LJCS01000174.1
HK1c0637	JPDT01000636.1
JMSP01000022.1	LJCS01000147.1
JMSO01000211.1	contig032
LJPT01000147.1	PatICMP4303_Contig_7
ADGX01000191.1	ctg00097
JYNY01000055.1	SAG11076
ITZX_scaf_583	LJZR01000065.1
LJDX02000240.1	contig39
CNFW01002108.1	ERS027644SCcontig002108
CBZV010000069.1	JPRF03000075.1
LJCS01000206.1	contig206
GL629680.1	GL636967.1
LJPW01000073.1	PcaICMP2855_Contig_110
CP002689.1	Chromosome
LJQL01000006.1	PgyICMP2189_Contig_422
ABHU01000003.1	gcontig_1106613681604
AFNU02000008.1	LGTO01000015.1
F6602contig335.1	LGKH01002614.1
CNFW01000424.1	ERS027644SCcontig000424
LJQL01000235.1	PgyICMP2189_Contig_423
JZAM01000219.1	contig219
JMSP01000433.1	LJDX02000107.1
JZAM01000319.1	contig319
LJPT01000036.1	PatICMP4303_Contig_22
CP000769.1	CP001820.1
AMRN01000009.1	LDJX01000009.1
HK1c1026	JPDT01001023.1
AMSH01000109.1	contig109
CYFX01000033.1	ERS150873SCcontig000033
LHQM01000022.1	LIGE01000030.1
JMSP01000113.1	JZAM01000401.1
F6602contig4535.1	LGKH01003931.1
JMSO01000039.1	LJDX02000216.1
15_12773_38.1932	JYLF01000015.1
F6602contig1205.1	LGKH01000231.1
LJCS01000165.1	LJET02000074.1
AMRN01000012.1	LDJX01000012.1
CNFW01002015.1	ERS027644SCcontig002015
CP000410.2	CP002480.1
F6602contig4840.1	LGKH01004270.1
LGEA01000137.1	P439contig60.1
LJPW01000148.1	PcaICMP2855_Contig_221
AEXM01000033.1	LGTK01000080.1
JYJF01000613.1	contig-613
F6602contig765.1	LGKH01005098.1
Contig40	LKBH01000248.1
HK1c2996	JPDT01002990.1
AQQZ01000036.1	LJDX02000237.1
JMSP01000411.1	contig136
CXZU01000088.1	ERS085374SCcontig000088
JMSO01000103.1	LJET02000058.1
JXMU01000055.1	contig57
B11479contig8.11	LFVR01000784.1
JMSP01000424.1	LJET02000089.1
JPRF03000048.1	contig_44
JYJF01000858.1	contig-858
LGDE01000090.1	P404contig18.1
JZAM01000016.1	LJDX02000068.1
CP002047.1	CP002831.1
JMSO01000410.1	JXMU01000004.1
JZAM01000204.1	contig204
BBRT01000302.1	NODE_66
JZAM01000262.1	LJDX02000182.1
LJCS01000236.1	LJDX02000153.1
F6602contig3029.1	LGKH01002258.1
LGUW01000086.1	P092contig176.1
AEJC01000592.1	gcontig_1108499726535
9_212074_35.2085	JYLF01000009.1
F6602contig2277.1	LGKH01001421.1
CP001431.1	CP010525.1
AMSH01000105.1	LJDX02000008.1
F6602contig469.1	LGKH01004102.1
AQQZ01000005.1	JMSO01000499.1
JMSO01000303.1	LJCS01000220.1
JYJF01000998.1	contig-998
LJDX02000304.1	contig97
GG749038.1	supercont1.23
CM000724.1	CP000661.1
JMSO01000291.1	contig198
CP012040.1	HE965803.1
HK1c2278	JPDT01002275.1
BACI01000113.1	GOALK113.
CYAV01000266.1	ERS085366SCcontig000266
JMSP01000304.1	contig544
F6602contig2960.1	LGKH01002181.1
AABF01000089.1	Contig0291
F6602contig1875.1	LGKH01000974.1
JYJF01000780.1	contig-780
JXMU01000018.1	contig18
AJQY01000371.1	Contig_371
F6602contig2878.1	LGKH01002088.1
HK1c1048	JPDT01001045.1
LGDF01000111.1	P406contig28.1
LGUW01000239.1	P092contig312.1
CNFW01003982.1	ERS027644SCcontig003982
LJES02000166.1	L_contig000165
JYJF01000989.1	contig-989
AMRN01000004.1	LJET02000198.1
LGTK01000072.1	LKKT01000062.1
CNFW01003476.1	ERS027644SCcontig003476
JMSO01000206.1	JZAM01000317.1
CBZV010000016.1	contig_16
HK1c0686	JPDT01000685.1
JQIR01000071.1	Sequence0000004053
LFQK01000114.1	LIUQ01000089.1
GL891990.1	JH414898.1
LDNZ01000072.1	NODE_201_contig75
CNFW01002533.1	ERS027644SCcontig002533
JMSO01000317.1	LJET02000164.1
LJRD01000070.1	PreICMP16945_Contig_280
F6602contig642.1	LGKH01004962.1
CXDQ01000356.1	ERS009857SCcontig000356
JZAM01000072.1	LJET02000234.1
LFQK01000011.1	contig_11
CXDQ01000279.1	ERS009857SCcontig000279
HK1c1591	JPDT01001588.1
CYFX01000183.1	ERS150873SCcontig000183
JMSO01000347.1	JZAM01000308.1
JMSO01000452.1	contig449
LGUW01000381.1	P092contig98.1
AM167904.1	CR555306.1
F6602contig3282.1	LGKH01002539.1
BHUMctg151	LFMX01000136.1
B11479contig10.1	LFVR01000002.1
AAP93_Contigs_63	LJHZ01000063.1
HK1c0551	JPDT01000550.1
LGDW01000356.1	P435contig406.1
JMSO01000364.1	contig337
JMSP01000044.1	LJDX02000059.1
JMSO01000137.1	LDJX01000003.1
CBZV010000014.1	LFQK01000014.1
HK1c1155	JPDT01001152.1
CXDQ01000331.1	ERS009857SCcontig000331
CNFW01002425.1	ERS027644SCcontig002425
CNFW01001492.1	ERS027644SCcontig001492
LGIQ01000012.1	LIUR01000011.1
GG749025.1	JH470347.1
LGUW01000209.1	P092contig286.1
F6602contig4877.1	LGKH01004310.1
CNFW01002903.1	ERS027644SCcontig002903
F6602contig4252.1	LGKH01003617.1
LDNZ01000195.1	NODE_201_contig201
JMSP01000068.1	JZAM01000454.1
LGUW01000263.1	P092contig334.1
AABF01000215.1	Contig0130
F6602contig5144.1	LGKH01004608.1
F6602contig2406.1	LGKH01001565.1
LJPW01000162.1	PcaICMP2855_Contig_171
LGTK01000132.1	contig00132
LJDX02000088.1	contig178
CNFW01004437.1	ERS027644SCcontig004437
CXDQ01000185.1	ERS009857SCcontig000185
JMSO01000285.1	LJDX02000096.1
LJCS01000135.1	LJET02000041.1
CNFW01003932.1	ERS027644SCcontig003932
JMSP01000096.1	JZAM01000409.1
HK1c2519	JPDT01002516.1
LJQL01000358.1	PgyICMP2189_Contig_194
AJHJ01000070.1	LJCS01000070.1
LJET02000013.1	contig11
AMSH01000027.1	JXMU01000027.1
HK1c2881	JPDT01002875.1
CP002663.1	CP003389.1
F6602contig4580.1	LGKH01003981.1
F6602contig3125.1	LGKH01002365.1
LGEC01000106.1	P441contig52.1
AP009240.1	CP001962.1
BACI01000035.1	GOALK035.
LJQL01000250.1	PgyICMP2189_Contig_40
F6602contig1016.1	LGKH01000021.1
LIUQ01000012.1	contig_14
JMSP01000338.1	LJDX02000133.1
JYJF01000766.1	contig-766
LGEA01000095.1	P439contig23.1
ADGX01000348.1	ctg00331
AJQY01000289.1	Contig_289
0011	CXWD01000011.1
JMSP01000756.1	contig758
CNFW01003796.1	ERS027644SCcontig003796
CBZV010000056.1	contig_56
LJRD01000137.1	PreICMP16945_Contig_330
F6602contig3199.1	LGKH01002446.1
LIGE01000002.1	contig_2746
LJDX02000077.1	LJET02000077.1
F6602contig3547.1	LGKH01002833.1
LJES02000132.1	L_contig000131
AJQY01000451.1	Contig_451
JPRF03000065.1	JQIT01000005.1
JMSP01000718.1	contig719
LGDW01000030.1	P435contig120.2
JYJF01000308.1	contig-308
LGEA01000117.1	P439contig42.1
CXDQ01000405.1	ERS009857SCcontig000405
F6602contig1819.1	LGKH01000912.1
JYJF01000070.1	contig-69
GL891986.1	JH376427.1
ADDO01000007.1	LITJ01000080.1
LITJ01000019.1	LKKT01000019.1
LJPT01000140.1	PatICMP4303_Contig_4
JMSO01000230.1	JMSP01000031.1
LJDX02000106.1	LJET02000106.1
GG704587.1	GG749031.1
LDVT01000042.1	contig1453
F6602contig2735.1	LGKH01001930.1
JYJF01000260.1	contig-260
JMSP01000456.1	LJET02000180.1
HK1c0021	JPDT01000020.1
LJCS01000133.1	contig133
AFNU02000009.1	LGIQ01000012.1
JMSO01000158.1	LJET02000107.1
LDVT01000197.1	contig1143
F6602contig2391.1	LGKH01001548.1
CNFW01001460.1	ERS027644SCcontig001460
BBRT01000224.1	NODE_432
LGTK01000186.1	contig00186
JMSP01000474.1	JZAM01000303.1
ITZX_scaf_1601	LJZR01000119.1
F6602contig773.1	LGKH01005107.1
CNFW01002007.1	ERS027644SCcontig002007
CSXB01000003.1	ERS075544SCcontig000003
CNFW01001116.1	ERS027644SCcontig001116
CYAV01000033.1	ERS085366SCcontig000033
LJDX02000140.1	contig224
JYNY01000614.1	SAG1941
LGUW01000349.1	P092contig69.1
JMSP01000063.1	LJCS01000087.1
CNFW01001652.1	ERS027644SCcontig001652
LFYT02000029.1	LimC-II-D5-C29
JMSO01000490.1	JMSP01000550.1
F6602contig3764.1	LGKH01003074.1
HK1c0178	JPDT01000177.1
CXDQ01000351.1	ERS009857SCcontig000351
F6602contig5169.1	LGKH01004635.1
BBRT01000015.1	NODE_111
CTKE01000014.1	ERS008555SCcontig000014
CP000487.1	CP011300.1
B11479contig315.1	LFVR01000243.1
F6602contig354.1	LGKH01002825.1
CNFW01002189.1	ERS027644SCcontig002189
F6602contig4967.1	LGKH01004410.1
BBRT01000190.1	LAMX01000011.1
F6602contig3767.1	LGKH01003077.1
F6602contig4919.1	LGKH01004357.1
F6602contig1417.1	LGKH01000466.1
AMRN01000013.1	LJET02000035.1
F6602contig4605.1	LGKH01004009.1
F6602contig332.1	LGKH01002581.1
BACI01000026.1	GOALK026.
LFQK01000107.1	LIUQ01000077.1
CNFW01002732.1	ERS027644SCcontig002732
JMSO01000291.1	LJET02000110.1
AEJC01000512.1	gcontig_1108499712507
CQZO01000099.1	ERS020178SCcontig000099
F6602contig2637.1	LGKH01001821.1
LJES02000234.1	L_contig000233
JYJF01000053.1	contig-52
AAI_A_2195_scaffold80	HE972601.1
LJCS01000235.1	LJDX02000152.1
F6602contig2388.1	LGKH01001544.1
JYJF01000638.1	contig-638
CP000906.1	pBWB403
CNFW01001309.1	ERS027644SCcontig001309
LJDX02000279.1	LJET02000236.1
JPRF03000097.1	JQIT01000008.1
F6602contig5154.1	LGKH01004619.1
F6602contig1796.1	LGKH01000886.1
F6602contig3877.1	LGKH01003199.1
INSLA289_contig_46	LHAT01000046.1
JMSO01000130.1	JZAM01000333.1
AMSH01000123.1	LJDX02000028.1
AFNU02000013.1	Contig13
CYAV01000190.1	ERS085366SCcontig000190
JMSO01000223.1	JZAM01000119.1
JYJF01000031.1	contig-30
F6602contig1839.1	LGKH01000934.1
CNFW01003315.1	ERS027644SCcontig003315
JYJF01000052.1	contig-51
HK1c0635	JPDT01000634.1
F6602contig869.1	LGKH01005213.1
JPRF03000016.1	LITU01000004.1
JMSO01000120.1	LJCS01000187.1
AEJC01000109.1	gcontig_1108499714279
F6602contig2039.1	LGKH01001157.1
CBZV010000010.1	LKIU01000001.1
F6602contig4186.1	LGKH01003543.1
BEN-C_U2A4042_Contig_4	CTEG01000034.1
F6602contig3106.1	LGKH01002344.1
LGTK01000092.1	contig00092
AJHJ01000081.1	LJCS01000081.1
F6602contig84.1	LGKH01005181.1
CNFW01002202.1	ERS027644SCcontig002202
JMSO01000151.1	LJCS01000236.1
LJCS01000175.1	LJDX02000085.1
GG749025.1	JH414896.1
BHUMctg307	LFMX01000280.1
AMSH01000115.1	contig115
HK1c0440	JPDT01000439.1
BACI01000066.1	GOALK066.
CNFW01003095.1	ERS027644SCcontig003095
LJDX02000022.1	contig118
ADDO01000011.1	LGTK01000044.1
KQ236750.1	supercont1.8
LGUP01000089.1	P002contig173.1
CNFW01003684.1	ERS027644SCcontig003684
HK1c2333	JPDT01002330.1
JMSP01000404.1	contig124
CNFW01003437.1	ERS027644SCcontig003437
LGUV01000257.1	P046contig320.1
F6602contig502.1	LGKH01004470.1
HK1c2861	JPDT01002855.1
LJCS01000212.1	LJDX02000127.1
JMSO01000091.1	JZAM01000190.1
AEJC01000429.1	gcontig_1108499714227
AMSH01000056.1	LJDX02000259.1
F6602contig5071.1	LGKH01004527.1
JMSP01000446.1	JZAM01000233.1
LGDE01000103.1	P404contig191.1
ADDO01000059.1	LKKT01000006.1
LGTK01000010.1	LITJ01000010.1
JYJF01000918.1	contig-918
JYNY01000521.1	SAG1810
CNFW01001043.1	ERS027644SCcontig001043
F6602contig14.1	LGKH01000446.1
JYJF01000802.1	contig-802
JMSO01000042.1	LJCS01000002.1
LJQL01000081.1	PgyICMP2189_Contig_23
LGUP01000164.1	P002contig239.1
CNFW01002150.1	ERS027644SCcontig002150
LKKT01000020.1	contig00020
JZAM01000079.1	LJDX02000284.1
AMSH01000116.1	JZAM01000116.1
CP000487.1	CP002017.1
CNFW01003690.1	ERS027644SCcontig003690
JMSO01000275.1	LJET02000061.1
LJRN01000103.1	PtoICMP2844_Contig_334
CNFW01002904.1	ERS027644SCcontig002904
JMSP01000415.1	LJDX02000055.1
HK1c1489	JPDT01001486.1
AJHJ01000111.1	contig0111
F6602contig13.1	LGKH01000335.1
LDVT01000034.1	contig1469
LKKT01000035.1	contig00037
JMSO01000309.1	JMSP01000052.1
B11479contig573.1	LFVR01000533.1
CNFW01003080.1	ERS027644SCcontig003080
AJQY01000358.1	Contig_358
JZAM01000187.1	LJET02000098.1
F6602contig716.1	LGKH01005044.1
CYFX01000106.1	ERS150873SCcontig000106
JMSO01000093.1	contig375
F6602contig1960.1	LGKH01001069.1
CM000724.1	CP001219.1
JZAM01000250.1	LJET02000169.1
AQQZ01000034.1	JXMU01000033.1
LJRN01000095.1	PtoICMP2844_Contig_300
LIXH01000027.1	LKBH01000190.1
LJCS01000223.1	LJDX02000139.1
AAI_A_2195_scaffold36	HE972557.1
HK1c2226	JPDT01002223.1
LJCS01000120.1	contig120
JYNY01000237.1	SAG1361
AEJC01000323.1	gcontig_1108499718903
JQIP01000013.1	Sequence0000000148
CXDQ01000357.1	ERS009857SCcontig000357
JYJF01000364.1	contig-364
AMSH01000001.1	JXCG01000001.1
CNFW01000748.1	ERS027644SCcontig000748
HK1c0034	JPDT01000033.1
JYJF01000240.1	contig-240
B11479contig642.1	LFVR01000610.1
LGDW01000430.1	P435contig473.1
CNFW01000846.1	ERS027644SCcontig000846
CBZV010000050.1	LHQM01000047.1
AMRN01000015.1	LJDX02000057.1
CNFW01001459.1	ERS027644SCcontig001459
CXDQ01000366.1	ERS009857SCcontig000366
HK1c0587	JPDT01000586.1
LJRD01000156.1	PreICMP16945_Contig_226
JMSP01000445.1	JZAM01000231.1
BBRT01000018.1	NODE_114
CNFW01003821.1	ERS027644SCcontig003821
JMSO01000111.1	JZAM01000281.1
AJHJ01000081.1	JMSP01000339.1
LDNZ01000222.1	NODE_51_contig19
JZAM01000194.1	LJET02000106.1
CBZV010000015.1	LITU01000004.1
CNFW01000833.1	ERS027644SCcontig000833
CSXB01000081.1	ERS075544SCcontig000081
JH376432.1	supercont1.13
GL629684.1	GL636971.1
AJHJ01000064.1	contig064
F6602contig889.1	LGKH01005235.1
CNFW01001339.1	ERS027644SCcontig001339
B11479contig109.1	LFVR01000012.1
JMSO01000057.1	LJCS01000235.1
CNFW01000324.1	ERS027644SCcontig000324
LJRP01000069.1	PttICMP459_Contig_43
CNFW01003233.1	ERS027644SCcontig003233
F6602contig3054.1a	LGKH01002286.1
JMSP01000717.1	contig718
CNFW01001665.1	ERS027644SCcontig001665
JPRF03000071.1	LIUQ01000157.1
JYJF01000743.1	contig-743
F6602contig5260.1	LGKH01004737.1
CVRS01000150.1	RIL183_98
AJQY01000331.1	Contig_331
CP001127.1	FP929003.1
JMSO01000107.1	JMSP01000126.1
DS999567.1	GG668561.1
HK1c0350	JPDT01000349.1
AM999887.1	CP000903.1
HK1c2352	JPDT01002349.1
ABHU01000124.1	gcontig_1106613679290
JAIW01000058.1	contig000058
B11479contig378.1	LFVR01000314.1
HK1c0925	JPDT01000922.1
LGDW01000228.1	P435contig292.1
JXCG01000001.1	LJDX02000001.1
JMSO01000109.1	LJET02000081.1
AM999887.1	CP003243.1
CXDQ01000306.1	ERS009857SCcontig000306
CP000611.1	CP001173.1
LJES02000171.1	L_contig000170
AEXM01000022.1	LKKT01000030.1
F6602contig5289.1	LGKH01004768.1
LDUI01000041	LDUI01000041.1
CNFW01002912.1	ERS027644SCcontig002912
CYAV01000029.1	ERS085366SCcontig000029
F6602contig2700.1	LGKH01001892.1
BBRT01000280.1	LAMX01000016.1
F6602contig2.1	LGKH01001112.1
CXDQ01000450.1	ERS009857SCcontig000450
CYFX01000001.1	ERS150873SCcontig000001
JPRF03000026.1	LIGE01000033.1
JMSO01000438.1	contig435
CNFW01003774.1	ERS027644SCcontig003774
CNFW01001318.1	ERS027644SCcontig001318
LJET02000096.1	contig185
AAOS02000059.1	gcontig_1106166534806
B11479contig229.1	LFVR01000146.1
LJET02000142.1	contig226
JYJF01000830.1	contig-830
JMSO01000144.1	JMSP01000056.1
CNFW01002621.1	ERS027644SCcontig002621
F6602contig648.1	LGKH01004968.1
LGDE01000152.1	P404contig233.1
CNFW01003734.1	ERS027644SCcontig003734
CNFW01001763.1	ERS027644SCcontig001763
JMSP01000050.1	LJDX02000064.1
LGDW01000371.1	P435contig42.1
JMSP01000165.1	contig361
LHQM01000045.1	contig_48
CBZV010000060.1	JPRF03000066.1
AKJT01000049.1	PMI21_contig_61.61
LJCS01000255.1	LJET02000174.1
JPRF03000012.1	LGCK01000003.1
AABF01000006.1	Contig0369
JYJF01000537.1	contig-537
JYJF01000486.1	contig-486
LJCS01000026.1	contig026
B11479contig887.1	LFVR01000881.1
LGUP01000394.1	P002contig71.1
AEXM01000034.1	LGTK01000029.1
CP001962.1	CP011968.1
HK1c0023	JPDT01000022.1
LJQL01000131.1	PgyICMP2189_Contig_357
LJDX02000235.1	LJET02000192.1
LJCS01000224.1	LJDX02000140.1
LGUP01000231.1	P002contig294.1
CNFW01001816.1	ERS027644SCcontig001816
F6602contig1674.1	LGKH01000751.1
AEJC01000313.1	gcontig_1108499707997
ADDO01000001.1	LITJ01000033.1
CP001127.1	CP001878.2
JX07_contig_32	LBNA01000024.1
BBRT01000122.1	NODE_24
